exposure_id,user_id,channel,campaign_id,exposed_at,ad_format
788,415,facebook,FACEBOOK_RETARGET,2024-05-28 20:56:54,search
789,415,email,EMAIL_WELCOME,2024-06-26 05:25:40,search
790,419,instagram,INSTAGRAM_BRAND,2023-11-14 15:43:04,social
791,419,google,GOOGLE_WELCOME,2023-11-20 05:57:13,social
792,419,facebook,FACEBOOK_WELCOME,2023-12-08 06:45:20,search
793,419,instagram,INSTAGRAM_SPRING24,2023-11-01 19:30:29,video
794,420,email,EMAIL_RETARGET,2023-12-19 00:48:42,video
795,420,google,GOOGLE_BRAND,2024-01-22 21:45:28,social
796,420,email,EMAIL_WELCOME,2024-01-30 13:09:58,video
797,422,email,EMAIL_WELCOME,2024-03-18 10:26:23,social
798,423,google,GOOGLE_WELCOME,2024-04-05 04:18:53,video
799,424,instagram,INSTAGRAM_RETARGET,2024-05-13 06:32:45,video
800,424,google,GOOGLE_SUMMER24,2024-03-21 13:34:23,search
801,426,instagram,INSTAGRAM_SPRING24,2024-02-18 07:11:55,search
802,426,email,EMAIL_SUMMER24,2024-03-06 15:09:38,display
803,426,google,GOOGLE_WELCOME,2024-03-11 19:39:04,display
804,426,email,EMAIL_SUMMER24,2024-04-24 04:56:37,video
805,426,instagram,INSTAGRAM_SPRING24,2024-04-22 17:33:20,social
806,427,instagram,INSTAGRAM_BRAND,2024-04-24 11:20:33,video
807,427,email,EMAIL_BRAND,2024-05-06 15:25:59,search
808,428,email,EMAIL_WELCOME,2024-01-19 10:35:20,search
809,428,email,EMAIL_RETARGET,2024-01-07 00:07:01,display
810,428,facebook,FACEBOOK_SUMMER24,2024-01-05 04:13:18,search
811,429,email,EMAIL_WELCOME,2023-08-21 05:55:47,display
812,429,facebook,FACEBOOK_SPRING24,2023-07-24 16:57:41,social
813,429,google,GOOGLE_SPRING24,2023-06-28 21:27:58,display
814,429,email,EMAIL_RETARGET,2023-07-09 11:58:31,display
815,429,google,GOOGLE_BRAND,2023-08-08 00:06:44,social
816,430,instagram,INSTAGRAM_BRAND,2023-08-11 16:36:24,search
817,430,email,EMAIL_SUMMER24,2023-08-07 14:48:20,video
818,430,google,GOOGLE_RETARGET,2023-07-15 08:13:23,display
819,431,email,EMAIL_WELCOME,2024-05-01 16:46:48,social
820,431,email,EMAIL_BRAND,2024-06-08 00:27:22,video
821,433,facebook,FACEBOOK_RETARGET,2023-10-06 20:52:27,display
822,433,email,EMAIL_SPRING24,2023-08-20 23:30:52,search
823,433,email,EMAIL_WELCOME,2023-09-23 04:43:49,search
824,435,google,GOOGLE_SUMMER24,2023-09-04 09:12:49,video
825,436,facebook,FACEBOOK_BRAND,2023-10-27 14:40:39,display
826,436,facebook,FACEBOOK_RETARGET,2023-10-30 18:27:43,search
827,436,instagram,INSTAGRAM_BRAND,2023-11-12 00:28:37,social
828,436,google,GOOGLE_SUMMER24,2023-12-22 15:55:41,video
829,437,google,GOOGLE_WELCOME,2023-10-15 02:01:29,display
830,437,google,GOOGLE_SPRING24,2023-10-19 07:07:05,search
831,437,instagram,INSTAGRAM_SPRING24,2023-11-03 01:04:23,display
832,437,instagram,INSTAGRAM_SPRING24,2023-10-13 06:44:01,search
833,437,email,EMAIL_BRAND,2023-09-05 06:27:55,video
834,440,instagram,INSTAGRAM_BRAND,2023-12-23 11:54:49,video
835,440,facebook,FACEBOOK_WELCOME,2023-10-14 13:54:36,social
836,440,facebook,FACEBOOK_RETARGET,2023-11-27 10:42:14,social
837,440,instagram,INSTAGRAM_SPRING24,2023-12-16 14:53:53,social
838,440,facebook,FACEBOOK_RETARGET,2023-11-08 00:23:25,video
839,441,facebook,FACEBOOK_SPRING24,2023-10-16 19:01:23,search
840,441,facebook,FACEBOOK_RETARGET,2023-12-08 15:04:41,social
841,441,google,GOOGLE_RETARGET,2023-11-08 16:30:31,search
842,441,instagram,INSTAGRAM_BRAND,2023-12-27 02:06:03,social
843,441,instagram,INSTAGRAM_SPRING24,2023-11-10 04:21:55,social
844,443,facebook,FACEBOOK_SPRING24,2024-02-16 12:13:39,search
845,445,instagram,INSTAGRAM_SUMMER24,2023-08-06 04:53:15,search
846,448,facebook,FACEBOOK_SPRING24,2023-08-10 08:26:04,video
847,448,email,EMAIL_RETARGET,2023-09-22 20:34:43,video
848,448,google,GOOGLE_BRAND,2023-08-16 04:13:27,video
849,450,instagram,INSTAGRAM_SPRING24,2023-10-24 12:33:13,video
850,450,email,EMAIL_BRAND,2023-09-23 03:16:26,display
851,450,instagram,INSTAGRAM_SPRING24,2023-10-24 13:56:27,video
852,450,email,EMAIL_SUMMER24,2023-11-25 13:29:36,video
853,451,instagram,INSTAGRAM_SUMMER24,2024-02-21 05:15:01,display
854,451,instagram,INSTAGRAM_SPRING24,2024-02-14 11:14:07,display
855,452,facebook,FACEBOOK_SPRING24,2023-08-02 15:00:50,search
856,452,facebook,FACEBOOK_SPRING24,2023-09-14 05:28:30,social
857,453,google,GOOGLE_BRAND,2023-10-03 00:12:26,video
858,455,instagram,INSTAGRAM_RETARGET,2024-05-24 16:35:33,video
859,455,instagram,INSTAGRAM_RETARGET,2024-06-14 22:37:41,search
860,455,email,EMAIL_SUMMER24,2024-06-23 01:53:28,video
861,456,instagram,INSTAGRAM_SUMMER24,2023-10-23 20:44:03,display
862,456,google,GOOGLE_BRAND,2023-09-28 07:06:52,video
863,456,facebook,FACEBOOK_SUMMER24,2023-10-09 02:23:48,video
864,457,instagram,INSTAGRAM_SPRING24,2023-11-09 17:52:41,social
865,457,instagram,INSTAGRAM_WELCOME,2023-11-14 21:45:14,search
866,457,email,EMAIL_BRAND,2024-01-02 12:55:28,display
867,458,google,GOOGLE_SUMMER24,2024-05-31 07:54:54,display
868,458,google,GOOGLE_BRAND,2024-05-23 17:07:16,search
869,458,instagram,INSTAGRAM_WELCOME,2024-06-13 13:14:33,social
870,460,instagram,INSTAGRAM_SPRING24,2024-05-01 19:56:30,social
871,461,google,GOOGLE_WELCOME,2024-04-12 10:04:56,display
872,461,facebook,FACEBOOK_WELCOME,2024-04-05 03:49:34,social
873,461,instagram,INSTAGRAM_SPRING24,2024-03-26 03:21:17,video
874,463,instagram,INSTAGRAM_WELCOME,2024-03-27 09:12:22,social
875,463,facebook,FACEBOOK_WELCOME,2024-03-27 22:25:45,social
876,463,google,GOOGLE_SPRING24,2024-03-18 21:39:05,video
877,463,facebook,FACEBOOK_RETARGET,2024-04-03 00:33:38,search
878,465,email,EMAIL_RETARGET,2023-10-03 11:29:02,social
879,465,facebook,FACEBOOK_WELCOME,2023-09-08 16:10:07,social
880,465,google,GOOGLE_SUMMER24,2023-10-11 06:57:18,video
881,465,email,EMAIL_SUMMER24,2023-09-22 11:32:35,social
882,468,google,GOOGLE_SPRING24,2023-12-30 05:41:13,search
883,468,instagram,INSTAGRAM_WELCOME,2023-11-20 15:24:50,social
884,468,instagram,INSTAGRAM_BRAND,2024-01-11 20:23:43,social
885,468,email,EMAIL_RETARGET,2024-01-08 20:57:52,social
886,468,google,GOOGLE_RETARGET,2024-01-23 11:30:30,search
887,469,email,EMAIL_RETARGET,2024-03-05 13:55:33,display
888,469,instagram,INSTAGRAM_WELCOME,2024-02-16 10:27:41,video
889,469,google,GOOGLE_SUMMER24,2024-03-05 19:57:14,search
890,469,email,EMAIL_WELCOME,2024-03-14 07:39:24,display
891,469,instagram,INSTAGRAM_SPRING24,2024-03-08 22:44:52,video
892,472,instagram,INSTAGRAM_SUMMER24,2024-03-14 16:51:38,display
893,472,instagram,INSTAGRAM_SPRING24,2024-03-03 14:34:58,video
894,472,google,GOOGLE_RETARGET,2024-03-02 22:55:12,display
895,472,instagram,INSTAGRAM_WELCOME,2024-02-10 13:17:51,social
896,473,instagram,INSTAGRAM_WELCOME,2024-04-24 02:39:35,social
897,473,email,EMAIL_SUMMER24,2024-05-01 06:29:15,display
898,474,facebook,FACEBOOK_SUMMER24,2024-06-04 21:03:48,social
899,474,email,EMAIL_RETARGET,2024-06-04 08:09:59,search
900,474,google,GOOGLE_BRAND,2024-05-20 20:50:56,social
901,474,google,GOOGLE_WELCOME,2024-06-14 02:34:57,display
902,474,email,EMAIL_SPRING24,2024-04-04 08:41:08,social
903,475,instagram,INSTAGRAM_WELCOME,2023-10-24 08:15:07,search
904,475,instagram,INSTAGRAM_SUMMER24,2023-12-09 00:16:21,display
905,475,email,EMAIL_BRAND,2023-12-15 11:26:34,video
906,475,email,EMAIL_BRAND,2023-11-06 09:07:52,search
907,482,instagram,INSTAGRAM_SPRING24,2023-11-06 14:17:02,display
908,482,instagram,INSTAGRAM_WELCOME,2023-09-14 22:32:09,video
909,482,google,GOOGLE_SPRING24,2023-11-08 16:17:51,display
910,482,facebook,FACEBOOK_SUMMER24,2023-10-17 13:30:03,display
911,482,email,EMAIL_WELCOME,2023-09-27 09:36:59,display
912,483,facebook,FACEBOOK_SUMMER24,2023-08-27 06:38:42,search
913,483,email,EMAIL_BRAND,2023-07-15 06:25:48,display
914,484,facebook,FACEBOOK_BRAND,2024-02-06 17:49:49,search
915,485,facebook,FACEBOOK_BRAND,2023-07-22 13:46:24,social
916,486,google,GOOGLE_RETARGET,2024-06-27 23:44:08,search
917,486,email,EMAIL_SUMMER24,2024-06-19 11:56:52,social
918,486,google,GOOGLE_BRAND,2024-05-21 15:30:34,video
919,486,google,GOOGLE_SUMMER24,2024-06-06 13:20:17,social
920,487,instagram,INSTAGRAM_RETARGET,2024-03-01 23:59:24,social
921,487,email,EMAIL_WELCOME,2024-02-03 05:24:32,social
922,487,instagram,INSTAGRAM_RETARGET,2024-01-22 16:19:16,video
923,487,facebook,FACEBOOK_RETARGET,2024-03-26 04:48:21,search
924,488,instagram,INSTAGRAM_BRAND,2024-06-16 17:19:00,display
925,488,email,EMAIL_RETARGET,2024-06-25 09:12:19,social
926,488,facebook,FACEBOOK_WELCOME,2024-05-16 12:44:00,search
927,488,email,EMAIL_SPRING24,2024-06-10 04:14:35,social
928,490,instagram,INSTAGRAM_SUMMER24,2024-05-05 23:01:48,display
929,490,instagram,INSTAGRAM_RETARGET,2024-05-16 14:54:19,search
930,490,facebook,FACEBOOK_SUMMER24,2024-05-15 01:25:36,social
931,490,facebook,FACEBOOK_RETARGET,2024-04-15 20:42:32,display
932,490,email,EMAIL_WELCOME,2024-06-07 19:18:32,search
933,491,google,GOOGLE_BRAND,2023-05-31 23:44:39,video
934,491,facebook,FACEBOOK_SUMMER24,2023-06-08 07:02:23,video
935,491,email,EMAIL_BRAND,2023-06-20 15:24:04,search
936,491,facebook,FACEBOOK_SPRING24,2023-06-08 02:59:55,video
937,491,facebook,FACEBOOK_SUMMER24,2023-07-10 04:44:44,search
938,494,google,GOOGLE_SUMMER24,2023-08-31 07:37:24,search
939,494,instagram,INSTAGRAM_BRAND,2023-08-13 11:55:14,social
940,494,facebook,FACEBOOK_SPRING24,2023-08-13 20:51:04,social
941,494,instagram,INSTAGRAM_BRAND,2023-07-28 17:52:48,search
942,497,email,EMAIL_WELCOME,2024-07-04 17:38:34,search
943,497,email,EMAIL_BRAND,2024-06-19 04:24:15,display
944,497,instagram,INSTAGRAM_WELCOME,2024-05-06 15:46:49,display
945,497,facebook,FACEBOOK_RETARGET,2024-07-11 17:48:26,search
946,499,instagram,INSTAGRAM_SUMMER24,2024-04-15 09:38:13,search
947,499,facebook,FACEBOOK_RETARGET,2024-03-09 18:05:04,display
948,499,email,EMAIL_SPRING24,2024-03-23 16:21:21,social
949,800364,facebook,GOOGLE_RETARGET,2023-12-13 04:45:54,social
950,800182,google,GOOGLE_RETARGET,2023-07-18 17:32:37,social
951,800155,google,GOOGLE_RETARGET,2024-07-01 04:58:56,search
952,800454,instagram,GOOGLE_RETARGET,2024-05-20 02:50:09,display
953,800887,instagram,GOOGLE_RETARGET,2023-09-15 15:14:04,display
